date,key,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,sev_day,dir
2020-09-25,US_WI,-13,-1,162,-11,-26,7,2232.714285714286,1
2020-09-25,US_WV,-11,-3,51,-2,-22,6,191.57142857142858,1
2020-09-25,US_WY,-5,12,173,36,-15,2,115.71428571428571,1
2020-09-26,US_AK,-5,3,93,-5,-5,2,118.14285714285714,1
2020-09-26,US_AL,-16,-4,34,-5,-9,2,995.7142857142857,0
2020-09-26,US_AR,-10,0,88,1,-9,1,824.8571428571429,1
2020-09-26,US_AZ,-23,-12,-18,-25,-17,5,476.85714285714283,1
2020-09-26,US_CA,-27,-8,-4,-35,-15,6,3307.8571428571427,1
2020-09-26,US_CO,-16,-2,63,-23,-12,3,567.4285714285714,0
2020-09-26,US_DE,-5,0,NA,-19,-7,3,110.14285714285714,1
2020-09-26,US_FL,-23,-14,-21,-43,-18,4,2333.285714285714,0
2020-09-26,US_GA,-13,-6,58,-25,-11,2,1155,1
2020-09-26,US_HI,-40,-23,-43,-69,-31,10,109.14285714285714,1
2020-09-26,US_IA,-5,15,205,-1,-1,-1,798.4285714285714,0
2020-09-26,US_ID,-4,7,123,12,-9,0,431.7142857142857,1
2020-09-26,US_IL,-12,3,121,-18,-5,0,2003.7142857142858,0
2020-09-26,US_IN,-2,3,250,9,-8,-1,920,1
2020-09-26,US_KY,-11,4,175,3,-7,0,807.7142857142857,1
2020-09-26,US_MA,-15,-9,130,-31,-11,2,516.4285714285714,1
2020-09-26,US_MD,-17,-6,92,-29,-11,4,485.57142857142856,1
2020-09-26,US_ME,-1,6,188,20,-3,0,27.285714285714285,0
2020-09-26,US_MI,-10,0,261,-8,-3,0,1093.857142857143,1
2020-09-26,US_MN,-15,-4,104,-36,-4,2,1003.5714285714286,1
2020-09-26,US_MO,-9,3,146,-6,-7,0,1342.2857142857142,0
2020-09-26,US_MS,-11,-6,30,6,-12,2,516.7142857142857,1
2020-09-26,US_MT,-2,13,81,15,-8,2,289.14285714285717,1
2020-09-26,US_NC,-13,-1,73,-20,-10,2,1941.142857142857,0
2020-09-26,US_ND,-12,-6,109,-10,-5,1,412.2857142857143,1
2020-09-26,US_NE,-8,1,150,9,-7,0,455.7142857142857,1
2020-09-26,US_NJ,-14,-2,157,-24,-8,2,645.7142857142857,1
2020-09-26,US_NM,-21,-7,23,-9,-15,4,195.28571428571428,1
2020-09-26,US_NV,-18,-4,-19,-29,-20,5,471,1
2020-09-26,US_NY,-19,-4,84,-32,-13,2,917.4285714285714,1
2020-09-26,US_OH,-9,-1,241,0,-6,-1,1008.1428571428571,1
2020-09-26,US_OK,-11,1,71,4,-8,1,1161,0
2020-09-26,US_OR,-18,-5,64,-19,-9,4,285.57142857142856,0
2020-09-26,US_PA,-14,-3,115,-21,-10,2,881.1428571428571,1
2020-09-26,US_RI,-8,-7,285,-36,-9,1,107.71428571428571,1
2020-09-26,US_SC,-9,-1,56,-5,-9,2,977.8571428571429,0
2020-09-26,US_SD,-1,18,201,16,-6,1,401.14285714285717,0
2020-09-26,US_TN,-9,1,111,-8,-6,0,1351.857142857143,1
2020-09-26,US_TX,-17,-7,10,-21,-12,3,2843.8571428571427,0
2020-09-26,US_UT,-14,1,135,-8,-10,1,1013.1428571428571,1
2020-09-26,US_VA,-16,-2,73,-21,-10,3,786.5714285714286,1
2020-09-26,US_VT,-5,2,225,-20,-9,0,4.142857142857143,1
2020-09-26,US_WA,-20,-6,31,-30,-11,4,432.42857142857144,0
2020-09-26,US_WI,-12,7,210,-5,-1,1,2333.8571428571427,1
2020-09-26,US_WV,-10,2,118,7,-8,0,186.85714285714286,0
2020-09-26,US_WY,-3,13,169,33,-8,1,115,0
2020-09-27,US_AK,2,0,93,-12,-6,2,119.14285714285714,1
2020-09-27,US_AL,-13,-6,32,-3,-15,3,1078.2857142857142,1
2020-09-27,US_AR,-8,0,81,0,-13,2,819.1428571428571,0
2020-09-27,US_AZ,-21,-15,-18,-26,-16,4,460.42857142857144,0
2020-09-27,US_CA,-26,-12,-1,-37,-17,5,3292.4285714285716,0
2020-09-27,US_CO,-14,-4,35,-26,-11,3,552.4285714285714,0
2020-09-27,US_DE,-7,0,77,-18,-9,2,118.28571428571429,1
2020-09-27,US_FL,-24,-17,-27,-43,-21,5,2364,1
2020-09-27,US_GA,-15,-9,30,-30,-17,3,1192.5714285714287,1
2020-09-27,US_HI,-43,-28,-46,-69,-30,9,112.57142857142857,1
2020-09-27,US_IA,-2,18,89,-2,-6,1,810.4285714285714,1
2020-09-27,US_ID,8,11,180,25,-12,0,441,1
2020-09-27,US_IL,-13,-4,117,-25,-10,2,2064.4285714285716,1
2020-09-27,US_IN,-4,1,172,8,-10,0,954.5714285714286,1
2020-09-27,US_LA,-17,-3,-2,-20,-16,3,600.7142857142857,0
2020-09-27,US_MA,-16,-12,77,-38,-11,3,514.8571428571429,0
2020-09-27,US_MD,-17,-9,98,-32,-13,4,489.7142857142857,1
2020-09-27,US_ME,10,14,206,34,1,-2,31.428571428571427,1
2020-09-27,US_MN,-9,-3,132,-37,-6,0,1004.8571428571429,1
2020-09-27,US_MO,-7,0,64,-10,-11,2,1309.5714285714287,0
2020-09-27,US_MS,-11,-6,27,5,-17,3,516.7142857142857,1
2020-09-27,US_MT,3,15,99,27,-8,1,308.42857142857144,1
2020-09-27,US_NC,-13,-4,51,-21,-14,2,2018.7142857142858,1
2020-09-27,US_ND,-7,-1,54,-8,-10,1,408.2857142857143,0
2020-09-27,US_NE,-6,1,79,6,-7,1,465.57142857142856,1
2020-09-27,US_NH,1,2,158,5,-3,0,36.42857142857143,1
2020-09-27,US_NJ,-16,-7,138,-30,-12,3,693.1428571428571,1
2020-09-27,US_NM,-18,-9,18,-8,-16,3,206.85714285714286,1
2020-09-27,US_NV,-17,-8,-6,-30,-20,4,453.2857142857143,0
2020-09-27,US_NY,-19,-9,79,-34,-15,2,965.2857142857143,1
2020-09-27,US_OH,-7,-2,207,-4,-8,0,1033.4285714285713,1
2020-09-27,US_OR,-10,-6,66,-17,-10,2,282.57142857142856,0
2020-09-27,US_PA,-10,-4,132,-21,-11,1,917.5714285714286,1
2020-09-27,US_RI,-11,-9,128,-39,-7,2,119.14285714285714,1
2020-09-27,US_SC,-8,-3,30,5,-14,3,893.7142857142857,0
2020-09-27,US_SD,9,27,195,26,-4,0,393.57142857142856,0
2020-09-27,US_TN,-7,-1,76,-11,-15,1,1347.142857142857,0
2020-09-27,US_TX,-16,-10,-7,-24,-14,4,3180.714285714286,1
2020-09-27,US_UT,-3,7,120,-15,-20,1,1017.2857142857143,1
2020-09-27,US_VA,-15,-6,76,-25,-13,3,811.5714285714286,1
2020-09-27,US_VT,2,9,185,-23,-10,-1,4.428571428571429,1
2020-09-27,US_WA,-12,-8,46,-27,-11,3,515.5714285714286,1
2020-09-27,US_WI,-8,2,145,-9,-5,0,2414.4285714285716,1
2020-09-27,US_WV,-4,5,117,11,-9,0,192,1
2020-09-27,US_WY,1,9,131,28,-10,1,111.28571428571429,0
2020-09-28,US_AK,0,-1,58,-18,-19,7,121.28571428571429,1
2020-09-28,US_AL,-14,-9,4,-11,-23,6,1076.857142857143,0
2020-09-28,US_AR,-7,-4,43,-6,-23,6,824.5714285714286,1
2020-09-28,US_AZ,-20,-15,-18,-28,-36,9,480,1
2020-09-28,US_CA,-26,-13,-12,-44,-39,12,3319.5714285714284,1
2020-09-28,US_CO,-12,-3,59,-29,-31,8,571.5714285714286,1
2020-09-28,US_CT,-9,-6,51,-27,-32,9,226,1
2020-09-28,US_DE,-6,-2,56,-30,-32,8,121,1
2020-09-28,US_FL,-25,-17,-37,-40,-32,9,2342.8571428571427,0
2020-09-28,US_GA,-15,-8,23,-32,-29,8,1184,0
2020-09-28,US_HI,-42,-29,-57,-62,-36,14,105.85714285714286,0
2020-09-28,US_IA,-4,12,76,-9,-22,6,794.7142857142857,0
2020-09-28,US_ID,0,6,135,5,-19,2,472.14285714285717,1
2020-09-28,US_IL,-16,-5,11,-40,-34,10,2051.4285714285716,0
2020-09-28,US_IN,-7,-5,28,-7,-23,7,991.4285714285714,1
2020-09-28,US_KS,-12,-6,53,-3,-24,6,1489,1
2020-09-28,US_KY,-15,-6,4,-11,-27,9,822.2857142857143,1
2020-09-28,US_LA,-18,-10,-19,-22,-23,7,591.4285714285714,0
2020-09-28,US_MA,-16,-10,43,-51,-39,12,553.8571428571429,1
2020-09-28,US_MD,-16,-10,48,-42,-40,12,530,1
2020-09-28,US_ME,-1,7,107,-1,-23,6,30.857142857142858,0
2020-09-28,US_MI,-12,-5,48,-29,-30,9,1107.5714285714287,1
2020-09-28,US_MN,-10,-5,55,-42,-33,10,1026.857142857143,1
2020-09-28,US_MO,-9,0,40,-19,-27,7,1371.5714285714287,1
2020-09-28,US_MS,-12,-9,4,0,-18,5,510.85714285714283,0
2020-09-28,US_MT,4,11,122,18,-17,3,322.57142857142856,1
2020-09-28,US_NC,-12,-2,52,-25,-29,7,2102.8571428571427,1
2020-09-28,US_ND,-6,-7,59,-7,-22,5,394,0
2020-09-28,US_NE,-3,1,65,-1,-21,5,469.42857142857144,1
2020-09-28,US_NJ,-15,-6,80,-42,-41,12,703.4285714285714,1
2020-09-28,US_NM,-17,-9,8,-13,-32,9,205.28571428571428,0
2020-09-28,US_NV,-18,-9,-16,-31,-32,9,459,1
2020-09-28,US_NY,-22,-9,25,-47,-41,11,1026.2857142857142,1
2020-09-28,US_OH,-13,-8,38,-16,-27,8,1081.4285714285713,1
2020-09-28,US_OK,-7,-1,21,-6,-23,6,1172.5714285714287,1
2020-09-28,US_OR,-13,-6,76,-29,-34,8,286.57142857142856,1
2020-09-28,US_PA,-12,-5,53,-34,-32,8,960.8571428571429,1
2020-09-28,US_RI,-8,-7,118,-50,-32,9,123.85714285714286,1
2020-09-28,US_SC,-11,-7,13,-10,-23,6,802.2857142857143,0
2020-09-28,US_SD,2,16,157,16,-15,4,434.14285714285717,1
2020-09-28,US_TN,-11,-7,35,-15,-24,7,1412.5714285714287,1
2020-09-28,US_TX,-18,-12,-9,-28,-32,10,3094.1428571428573,0
2020-09-28,US_UT,-10,3,91,-25,-29,7,990.1428571428571,0
2020-09-28,US_VA,-15,-7,50,-34,-34,10,747,0
2020-09-28,US_VT,-3,1,103,-23,-26,7,4.571428571428571,1
2020-09-28,US_WA,-16,-8,42,-41,-38,10,520.4285714285714,1
2020-09-28,US_WI,-15,-1,62,-20,-27,8,2489,1
2020-09-28,US_WV,-9,-1,41,-4,-22,6,188.28571428571428,0
2020-09-28,US_WY,2,13,165,26,-17,2,111.14285714285714,0
2020-09-29,US_AK,-1,-4,68,-17,-19,7,124.57142857142857,1
2020-09-29,US_AL,-11,-7,9,-10,-22,6,862.8571428571429,0
2020-09-29,US_AR,-6,-1,73,-4,-22,5,833.2857142857143,1
2020-09-29,US_AZ,-20,-13,-19,-27,-36,10,485.14285714285717,1
2020-09-29,US_CA,-28,-12,-11,-44,-39,13,3028.4285714285716,0
2020-09-29,US_CO,-13,-3,49,-32,-34,9,567.4285714285714,0
2020-09-29,US_CT,-12,-7,20,-31,-30,9,283.14285714285717,1
2020-09-29,US_DE,-10,-5,18,-34,-32,10,133.14285714285714,1
2020-09-29,US_FL,-24,-15,-37,-41,-30,9,2342.8571428571427,1
2020-09-29,US_GA,-16,-7,-21,-35,-31,10,1160,0
2020-09-29,US_HI,-41,-26,-54,-62,-36,15,108,1
2020-09-29,US_IA,-6,11,89,-10,-24,6,787.7142857142857,0
2020-09-29,US_ID,-3,7,137,7,-24,4,475.2857142857143,1
2020-09-29,US_IL,-13,-3,33,-38,-32,10,2001.5714285714287,0
2020-09-29,US_IN,-5,-1,76,-4,-22,5,1033.2857142857142,1
2020-09-29,US_KY,-11,1,48,-6,-26,6,873.4285714285714,1
2020-09-29,US_LA,-12,-2,-4,-18,-24,5,625.7142857142857,1
2020-09-29,US_MA,-15,-9,41,-52,-38,12,592.8571428571429,1
2020-09-29,US_MD,-17,-9,29,-43,-40,14,551.8571428571429,1
2020-09-29,US_ME,0,9,138,-1,-23,5,33.285714285714285,1
2020-09-29,US_MI,-9,-2,93,-25,-30,8,1094.142857142857,0
2020-09-29,US_MN,-9,-3,93,-43,-33,10,1025.2857142857142,0
2020-09-29,US_MO,-9,-1,68,-16,-27,7,1299.857142857143,0
2020-09-29,US_MS,-8,-4,24,3,-18,4,503.7142857142857,0
2020-09-29,US_MT,1,11,132,11,-18,3,327.2857142857143,1
2020-09-29,US_NC,-16,-5,9,-30,-30,9,1479,0
2020-09-29,US_ND,-9,-9,65,-6,-22,5,399.7142857142857,1
2020-09-29,US_NE,-5,-1,94,-1,-22,6,493.42857142857144,1
2020-09-29,US_NH,-1,5,132,-13,-24,8,65,1
2020-09-29,US_NJ,-22,-8,8,-45,-38,13,733.5714285714286,1
2020-09-29,US_NM,-16,-9,10,-10,-32,10,216.14285714285714,1
2020-09-29,US_NV,-18,-7,-17,-33,-33,10,489.85714285714283,1
2020-09-29,US_NY,-26,-9,-9,-45,-36,11,1124.857142857143,1
2020-09-29,US_OH,-8,0,83,-13,-26,6,1130.7142857142858,1
2020-09-29,US_OK,-6,-1,45,-3,-23,5,1187.857142857143,1
2020-09-29,US_OR,-15,-4,74,-29,-35,9,285.2857142857143,0
2020-09-29,US_PA,-14,-6,13,-38,-31,9,1011.5714285714286,1
2020-09-29,US_RI,-8,-4,116,-49,-30,8,127.85714285714286,1
2020-09-29,US_SC,-11,-6,-7,-12,-25,8,754.7142857142857,0
2020-09-29,US_SD,1,14,165,13,-18,4,424,0
2020-09-29,US_TN,-8,-2,43,-15,-24,6,1278.4285714285713,0
2020-09-29,US_TX,-15,-10,1,-27,-32,10,3011.714285714286,0
2020-09-29,US_UT,-11,2,110,-27,-30,8,946.7142857142857,0
2020-09-29,US_VA,-17,-6,25,-37,-35,12,750.5714285714286,1
2020-09-29,US_VT,-7,0,89,-25,-25,8,5.571428571428571,1
2020-09-29,US_WA,-16,-7,63,-41,-39,11,523.7142857142857,1
2020-09-29,US_WI,-16,-1,87,-18,-27,9,2517,1
2020-09-29,US_WV,-9,-1,16,-6,-24,6,193.42857142857142,1
2020-09-29,US_WY,2,12,163,24,-16,2,113.42857142857143,1
2020-09-30,US_AK,1,1,36,-15,-21,7,128.71428571428572,1
2020-09-30,US_AL,-5,-3,19,-6,-24,4,969.8571428571429,1
2020-09-30,US_AR,-4,-1,78,-3,-22,3,824.2857142857143,0
2020-09-30,US_AZ,-20,-13,-20,-25,-37,9,510.42857142857144,1
2020-09-30,US_CA,-27,-11,-15,-43,-40,13,3060.1428571428573,1
2020-09-30,US_CO,-11,-2,51,-30,-35,9,577.8571428571429,1
2020-09-30,US_CT,-11,-6,38,-30,-32,10,378.2857142857143,1
2020-09-30,US_DE,-5,-1,46,-28,-32,9,136.14285714285714,1
2020-09-30,US_FL,-21,-15,-25,-40,-30,8,2347.4285714285716,1
2020-09-30,US_GA,-9,-4,31,-30,-31,7,1172.142857142857,1
2020-09-30,US_HI,-40,-25,-50,-61,-37,14,102.57142857142857,0
2020-09-30,US_IA,-3,13,85,-3,-22,5,789.4285714285714,1
2020-09-30,US_ID,0,8,122,5,-24,4,497.2857142857143,1
2020-09-30,US_IL,-13,-2,32,-37,-33,10,2001.7142857142858,1
2020-09-30,US_IN,-4,-2,69,-4,-23,5,1072.857142857143,1
2020-09-30,US_KS,-5,-2,90,1,-25,5,1427.5714285714287,0
2020-09-30,US_KY,-9,2,68,-5,-27,5,925.7142857142857,1
2020-09-30,US_LA,-10,-3,4,-12,-25,4,652.4285714285714,1
2020-09-30,US_MA,-17,-8,26,-53,-40,13,607.5714285714286,1
2020-09-30,US_MD,-13,-6,54,-41,-40,13,549.5714285714286,0
2020-09-30,US_ME,-1,3,84,-1,-26,6,32.285714285714285,0
2020-09-30,US_MI,-10,-3,52,-26,-31,9,1127.7142857142858,1
2020-09-30,US_MN,-8,-5,60,-39,-34,10,1018.2857142857143,0
2020-09-30,US_MO,0,1,50,-9,-26,4,1298.7142857142858,0
2020-09-30,US_MS,-4,-3,20,9,-19,3,498.57142857142856,0
2020-09-30,US_MT,2,9,106,11,-19,3,349.85714285714283,1
2020-09-30,US_NC,-10,-2,40,-24,-31,7,1542.2857142857142,1
2020-09-30,US_ND,-7,-7,40,-4,-23,5,392,0
2020-09-30,US_NE,-3,2,62,1,-21,5,545,1
2020-09-30,US_NH,-3,2,80,-19,-28,9,68.71428571428571,1
2020-09-30,US_NJ,-15,-2,69,-42,-38,12,764.4285714285714,1
2020-09-30,US_NM,-14,-7,6,-10,-33,9,229.14285714285714,1
2020-09-30,US_NV,-17,-6,-19,-33,-34,9,479,0
2020-09-30,US_NY,-22,-4,14,-44,-36,11,1228.5714285714287,1
2020-09-30,US_OH,-7,-2,68,-13,-27,7,1136.7142857142858,1
2020-09-30,US_OK,-1,3,45,2,-23,4,1175.4285714285713,0
2020-09-30,US_OR,-11,-2,78,-27,-35,8,264.14285714285717,0
2020-09-30,US_PA,-10,-1,50,-32,-32,8,1186.142857142857,1
2020-09-30,US_RI,-10,-7,93,-50,-32,9,137.28571428571428,1
2020-09-30,US_SC,-5,-3,23,-6,-25,5,802.5714285714286,1
2020-09-30,US_SD,1,16,122,10,-20,4,407.57142857142856,0
2020-09-30,US_TN,-5,0,66,-13,-25,5,1243.4285714285713,0
2020-09-30,US_TX,-13,-6,2,-24,-32,9,3020.714285714286,1
2020-09-30,US_UT,-8,5,105,-22,-31,7,954,1
2020-09-30,US_VA,-11,-1,47,-32,-36,10,770.7142857142857,1
2020-09-30,US_VT,-7,2,61,-29,-30,10,5.428571428571429,0
2020-09-30,US_WA,-14,-5,59,-40,-39,10,522.5714285714286,0
2020-09-30,US_WI,-13,-1,76,-17,-27,9,2538.714285714286,1
2020-09-30,US_WV,-6,0,43,0,-23,4,187.14285714285714,0
2020-09-30,US_WY,2,14,158,22,-19,1,128.57142857142858,1
2020-10-01,US_AK,0,5,55,-14,-21,6,140.28571428571428,1
2020-10-01,US_AL,-6,1,18,-6,-22,3,978.2857142857143,1
2020-10-01,US_AR,-1,5,82,-1,-22,2,824.4285714285714,1
2020-10-01,US_AZ,-17,-11,-17,-24,-35,9,502.42857142857144,0
2020-10-01,US_CA,-25,-8,-19,-42,-39,13,3074.4285714285716,1
2020-10-01,US_CO,-10,0,60,-27,-34,8,571,0
2020-10-01,US_CT,-8,-2,60,-24,-28,7,379.14285714285717,1
2020-10-01,US_DE,-5,1,56,-26,-31,8,137.71428571428572,1
2020-10-01,US_FL,-22,-14,-29,-38,-29,8,2429.1428571428573,1
2020-10-01,US_GA,-9,-3,20,-29,-29,7,1177.142857142857,1
2020-10-01,US_HI,-40,-24,-56,-61,-36,14,103.42857142857143,1
2020-10-01,US_IA,-2,9,80,-5,-22,5,780,0
2020-10-01,US_ID,3,9,121,10,-24,3,486.57142857142856,0
2020-10-01,US_IL,-13,1,17,-36,-31,10,1980.142857142857,0
2020-10-01,US_IN,-2,2,69,-2,-22,4,1099.4285714285713,1
2020-10-01,US_KY,-6,6,58,-4,-26,4,864.4285714285714,0
2020-10-01,US_LA,-9,6,-7,-14,-23,3,551.7142857142857,0
2020-10-01,US_MA,-13,-2,61,-48,-36,11,615,1
2020-10-01,US_MD,-14,-6,49,-41,-38,13,555.2857142857143,1
2020-10-01,US_ME,2,12,145,11,-20,3,33,1
2020-10-01,US_MI,-6,1,72,-20,-29,7,1193.2857142857142,1
2020-10-01,US_MN,-10,-2,59,-41,-32,10,1013.1428571428571,0
2020-10-01,US_MO,-5,5,61,-10,-25,5,1289.2857142857142,0
2020-10-01,US_MS,-4,-1,19,7,-18,2,518.4285714285714,1
2020-10-01,US_MT,4,11,99,19,-17,2,361.14285714285717,1
2020-10-01,US_NC,-10,0,44,-23,-29,7,1445.142857142857,0
2020-10-01,US_ND,-3,-1,47,-6,-23,4,402,1
2020-10-01,US_NE,-4,3,66,5,-22,5,543.8571428571429,0
2020-10-01,US_NH,0,7,172,-8,-23,6,69.71428571428571,1
2020-10-01,US_NJ,-14,0,81,-39,-36,11,756,0
2020-10-01,US_NM,-12,-4,15,-6,-32,9,233.28571428571428,1
2020-10-01,US_NV,-16,-5,-18,-30,-32,9,481.7142857142857,1
2020-10-01,US_NY,-19,0,28,-42,-34,9,1279.4285714285713,1
2020-10-01,US_OH,-5,2,74,-10,-25,6,1156.857142857143,1
2020-10-01,US_OK,0,9,44,1,-23,3,1115.2857142857142,0
2020-10-01,US_OR,-10,3,52,-26,-34,8,275.7142857142857,1
2020-10-01,US_PA,-9,0,63,-30,-30,8,1151,0
2020-10-01,US_RI,-5,2,163,-43,-28,7,138.71428571428572,1
2020-10-01,US_SC,-3,-1,31,-2,-24,4,813.5714285714286,1
2020-10-01,US_SD,3,13,128,24,-19,3,411,1
2020-10-01,US_TN,-4,2,60,-10,-23,4,1173.5714285714287,0
2020-10-01,US_TX,-12,-6,11,-23,-31,8,3147.714285714286,1
2020-10-01,US_UT,-8,5,103,-20,-29,7,1000.4285714285714,1
2020-10-01,US_VA,-12,-1,48,-31,-34,10,763.7142857142857,0
2020-10-01,US_VT,-4,8,116,-18,-24,6,6,1
2020-10-01,US_WA,-14,-2,40,-39,-38,10,537.8571428571429,1
2020-10-01,US_WI,-12,2,67,-16,-26,8,2492.8571428571427,0
2020-10-01,US_WV,-3,6,45,1,-21,3,182.85714285714286,0
2020-10-01,US_WY,1,16,158,26,-18,1,124.42857142857143,0
2020-10-02,US_AK,-3,-2,38,-18,-22,6,143.42857142857142,1
2020-10-02,US_AL,-6,-1,22,-4,-23,3,961.4285714285714,0
2020-10-02,US_AR,-1,4,88,2,-21,2,768.7142857142857,0
2020-10-02,US_AZ,-19,-10,-19,-22,-34,9,508.57142857142856,1
2020-10-02,US_CA,-27,-9,-18,-40,-37,12,3005.1428571428573,0
2020-10-02,US_CO,-13,-1,48,-25,-33,8,578.1428571428571,1
2020-10-02,US_CT,-13,-5,33,-24,-28,9,316.7142857142857,0
2020-10-02,US_DE,-8,-3,40,-26,-30,8,142.71428571428572,1
2020-10-02,US_FL,-22,-13,-29,-38,-28,8,2299.1428571428573,0
2020-10-02,US_GA,-10,-4,46,-27,-28,5,1204.7142857142858,1
2020-10-02,US_HI,-40,-24,-53,-60,-34,15,99.42857142857143,0
2020-10-02,US_IA,2,13,107,0,-19,2,779.7142857142857,0
2020-10-02,US_ID,-1,8,116,7,-25,3,494.7142857142857,1
2020-10-02,US_IL,-14,-2,38,-31,-31,8,2000.7142857142858,1
2020-10-02,US_IN,-4,-2,92,2,-22,4,1093.4285714285713,0
2020-10-02,US_KS,-3,-6,111,6,-20,2,1511.5714285714287,1
2020-10-02,US_KY,-8,4,78,-1,-27,5,948.4285714285714,1
2020-10-02,US_LA,-13,1,-4,-16,-23,4,593.4285714285714,1
2020-10-02,US_MA,-18,-5,23,-46,-36,12,627.1428571428571,1
2020-10-02,US_MD,-15,-6,57,-37,-37,12,558.7142857142857,1
2020-10-02,US_ME,-4,6,97,-2,-23,6,35,1
2020-10-02,US_MI,-13,-5,92,-18,-29,7,1168,0
2020-10-02,US_MN,-12,-3,63,-38,-32,9,1023,1
2020-10-02,US_MO,1,0,83,-5,-15,4,1247.4285714285713,0
2020-10-02,US_MS,-6,-2,12,7,-19,1,522,1
2020-10-02,US_MT,-1,12,93,19,-19,3,347.7142857142857,0
2020-10-02,US_NC,-9,0,61,-22,-28,5,1643.7142857142858,1
2020-10-02,US_ND,-8,-4,50,-3,-21,5,409.42857142857144,1
2020-10-02,US_NE,-2,5,79,7,-21,4,534.8571428571429,0
2020-10-02,US_NH,-6,5,84,-16,-24,9,69.71428571428571,1
2020-10-02,US_NJ,-18,-2,52,-37,-35,11,750.2857142857143,0
2020-10-02,US_NM,-14,-1,12,-11,-30,7,235.28571428571428,1
2020-10-02,US_NV,-18,-6,-17,-32,-31,9,463.7142857142857,0
2020-10-02,US_NY,-24,-4,4,-41,-34,10,1293.5714285714287,1
2020-10-02,US_OH,-9,-2,107,-5,-25,6,1166,1
2020-10-02,US_OK,-5,1,39,2,-22,4,969.7142857142857,0
2020-10-02,US_OR,-15,-1,52,-25,-32,8,278.57142857142856,1
2020-10-02,US_PA,-13,-2,55,-30,-29,8,1202.4285714285713,1
2020-10-02,US_RI,-12,-2,104,-40,-28,8,142.14285714285714,1
2020-10-02,US_SC,-4,1,28,-1,-24,3,814.8571428571429,1
2020-10-02,US_SD,2,16,136,19,-17,4,408.57142857142856,0
2020-10-02,US_TN,-7,-1,62,-10,-24,4,1423.857142857143,1
2020-10-02,US_TX,-14,-6,-1,-23,-30,8,3261.285714285714,1
2020-10-02,US_UT,-10,7,101,-18,-29,6,1040.142857142857,1
2020-10-02,US_VA,-13,-2,56,-28,-33,9,788.8571428571429,1
2020-10-02,US_VT,-10,0,48,-29,-26,9,10.285714285714286,1
2020-10-02,US_WA,-17,-4,64,-37,-37,9,548.5714285714286,1
2020-10-02,US_WI,-14,0,94,-12,-26,8,2491.1428571428573,0
2020-10-02,US_WV,-8,1,44,0,-20,4,175.71428571428572,0
2020-10-02,US_WY,-4,13,137,35,-14,1,125,1
2020-10-03,US_AK,-2,5,64,-7,-8,2,146.14285714285714,1
2020-10-03,US_AL,-10,1,42,2,-10,0,989,1
2020-10-03,US_AR,-7,3,69,4,-12,0,759.4285714285714,0
2020-10-03,US_AZ,-21,-10,-18,-20,-17,4,535.7142857142857,1
2020-10-03,US_CA,-26,-6,-11,-33,-16,6,2942.8571428571427,0
2020-10-03,US_CO,-14,0,51,-22,-13,3,595.1428571428571,1
2020-10-03,US_DE,-3,5,NA,-8,-5,1,142.85714285714286,1
2020-10-03,US_FL,-22,-14,-33,-42,-19,4,2364,1
2020-10-03,US_GA,-10,-3,62,-23,-12,1,1192,0
2020-10-03,US_HI,-39,-21,-41,-64,-31,8,94.14285714285714,0
2020-10-03,US_IA,-5,18,97,-2,-3,1,779.7142857142857,1
2020-10-03,US_ID,-4,9,124,14,-12,0,499.85714285714283,1
2020-10-03,US_IL,-13,4,61,-19,-7,2,2037.142857142857,1
2020-10-03,US_IN,-2,4,186,9,-9,-1,1125.7142857142858,1
2020-10-03,US_KY,-7,9,154,11,-9,-1,1159.2857142857142,1
2020-10-03,US_MA,-15,-6,113,-30,-11,2,624.7142857142857,0
2020-10-03,US_MD,-13,-2,146,-23,-9,2,556.1428571428571,0
2020-10-03,US_ME,0,7,156,13,-4,-1,32.57142857142857,0
2020-10-03,US_MI,-10,1,164,-11,-5,1,1181.7142857142858,1
2020-10-03,US_MN,-15,-3,65,-34,-6,3,1041.857142857143,1
2020-10-03,US_MO,-9,4,83,-6,-9,1,1403,1
2020-10-03,US_MS,-5,0,37,13,-14,-1,657.5714285714286,1
2020-10-03,US_MT,-1,14,103,19,-10,0,374.7142857142857,1
2020-10-03,US_NC,-10,1,87,-17,-11,0,1731.5714285714287,1
2020-10-03,US_ND,-12,-5,81,-5,-8,1,421.2857142857143,1
2020-10-03,US_NE,-6,5,99,10,-10,1,525.8571428571429,0
2020-10-03,US_NH,2,7,204,24,-5,0,76,1
2020-10-03,US_NJ,-12,1,163,-20,-9,2,774.4285714285714,1
2020-10-03,US_NM,-18,-4,19,-6,-16,3,255.71428571428572,1
2020-10-03,US_NV,-17,-3,-18,-28,-20,5,474.42857142857144,1
2020-10-03,US_NY,-18,-1,69,-30,-13,3,1322.7142857142858,1
2020-10-03,US_OH,-8,2,183,1,-7,0,1198.857142857143,1
2020-10-03,US_OK,-8,4,53,6,-10,1,1018.1428571428571,1
2020-10-03,US_OR,-16,-1,85,-16,-9,2,293.57142857142856,1
2020-10-03,US_RI,-9,-1,247,-31,-9,1,148.57142857142858,1
