date,key,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,sev_day,dir
2020-07-23,US_TN,-6,1,71,-11,-32,8,2260.1428571428573,1
2020-07-23,US_TX,-16,-6,20,-28,-40,13,8388.285714285714,0
2020-07-23,US_UT,-4,14,153,-23,-41,9,550.8571428571429,0
2020-07-23,US_VA,-12,-1,59,-32,-40,13,1019.5714285714286,0
2020-07-23,US_VT,-5,5,152,-28,-35,10,7.428571428571429,0
2020-07-23,US_WA,-14,-1,101,-35,-43,11,816.8571428571429,0
2020-07-23,US_WI,-2,9,249,-3,-31,8,961.7142857142857,1
2020-07-23,US_WV,-6,2,45,12,-29,8,131.14285714285714,0
2020-07-23,US_WY,16,33,323,42,-26,4,49.857142857142854,1
2020-07-24,US_AK,4,12,137,-4,-27,8,98.71428571428571,1
2020-07-24,US_AL,-11,-3,37,0,-30,10,1746.2857142857142,0
2020-07-24,US_AR,-6,3,129,-1,-30,7,1008.1428571428571,0
2020-07-24,US_AZ,-25,-12,-16,-32,-40,13,2663.4285714285716,1
2020-07-24,US_CA,-31,-8,10,-41,-41,14,9397.285714285714,0
2020-07-24,US_CO,-13,2,94,-26,-38,10,571.2857142857143,0
2020-07-24,US_CT,-11,-4,95,-22,-36,10,212.14285714285714,1
2020-07-24,US_DE,-7,1,NA,-27,-35,12,121.57142857142857,1
2020-07-24,US_FL,-24,-13,-17,-43,-36,12,10234.857142857143,0
2020-07-24,US_GA,-14,-5,64,-31,-37,10,3609.714285714286,1
2020-07-24,US_HI,-30,-7,-37,-56,-33,13,43.142857142857146,1
2020-07-24,US_IA,-4,18,229,4,-29,5,484,0
2020-07-24,US_ID,-3,15,260,16,-32,5,472,0
2020-07-24,US_IL,-13,-1,105,-28,-37,9,1424.857142857143,1
2020-07-24,US_IN,-5,1,189,6,-30,6,814.4285714285714,0
2020-07-24,US_KS,-6,-3,161,12,-30,5,982.8571428571429,1
2020-07-24,US_KY,-11,3,135,-6,-32,8,628.1428571428571,1
2020-07-24,US_LA,-20,-7,-21,-24,-33,12,2306.5714285714284,0
2020-07-24,US_MA,-15,-5,98,-45,-42,12,305.2857142857143,1
2020-07-24,US_MD,-16,-5,71,-38,-42,15,884.4285714285714,1
2020-07-24,US_ME,2,13,308,10,-31,6,20.714285714285715,0
2020-07-24,US_MI,-11,-1,270,-10,-36,8,794.7142857142857,1
2020-07-24,US_MN,-12,1,162,-35,-38,10,670.8571428571429,0
2020-07-24,US_MO,-2,1,146,-5,-24,7,1346.5714285714287,1
2020-07-24,US_MS,-12,-7,18,-1,-30,9,1295.4285714285713,0
2020-07-24,US_MT,2,26,234,29,-27,4,108.57142857142857,0
2020-07-24,US_NC,-12,-1,69,-23,-34,9,1898.857142857143,1
2020-07-24,US_ND,-7,2,180,3,-26,6,122.85714285714286,1
2020-07-24,US_NE,-6,8,171,9,-32,7,290.7142857142857,1
2020-07-24,US_NH,-1,8,279,-15,-33,9,27.428571428571427,0
2020-07-24,US_NJ,-22,-2,75,-42,-41,15,451.7142857142857,1
2020-07-24,US_NM,-18,-2,23,-14,-34,11,326.7142857142857,1
2020-07-24,US_NV,-19,-4,-13,-34,-37,12,1016.8571428571429,1
2020-07-24,US_NY,-27,-5,41,-46,-41,13,716.8571428571429,1
2020-07-24,US_OH,-11,-1,216,-2,-33,8,1287,0
2020-07-24,US_OK,-8,-1,69,1,-31,8,1036.142857142857,1
2020-07-24,US_OR,-14,0,112,-21,-37,9,311.2857142857143,0
2020-07-24,US_PA,-16,-3,101,-32,-37,10,932.2857142857143,1
2020-07-24,US_RI,-5,-2,255,-33,-35,10,128,0
2020-07-24,US_SC,-11,-2,37,-1,-31,9,1567.4285714285713,0
2020-07-24,US_SD,9,30,362,38,-25,6,71.57142857142857,1
2020-07-24,US_TN,-10,-1,81,-11,-31,8,2390.714285714286,1
2020-07-24,US_TX,-19,-5,0,-29,-39,13,7940.142857142857,0
2020-07-24,US_UT,-18,12,182,-29,-53,11,554.7142857142857,1
2020-07-24,US_VA,-14,-2,76,-31,-39,12,1099.5714285714287,1
2020-07-24,US_VT,-10,3,222,-25,-36,8,6.285714285714286,0
2020-07-24,US_WA,-18,-3,113,-33,-42,10,808.2857142857143,0
2020-07-24,US_WI,-9,7,250,0,-32,9,943.7142857142857,0
2020-07-24,US_WV,-11,0,74,14,-29,8,130.28571428571428,0
2020-07-24,US_WY,8,29,NA,49,-25,4,47.57142857142857,0
2020-07-25,US_AK,4,16,175,10,-10,1,95,0
2020-07-25,US_AL,-14,1,54,12,-10,3,1715.4285714285713,0
2020-07-25,US_AZ,-29,-12,-21,-31,-19,8,2464.4285714285716,0
2020-07-25,US_CA,-33,-6,13,-35,-19,8,8818.42857142857,0
2020-07-25,US_CO,-18,0,68,-22,-15,4,607.8571428571429,1
2020-07-25,US_DE,-6,7,NA,-4,-8,3,113.85714285714286,0
2020-07-25,US_FL,-26,-14,-17,-44,-19,6,10184,0
2020-07-25,US_GA,-16,-5,48,-26,-15,5,3723.4285714285716,1
2020-07-25,US_HI,-35,-12,-39,-62,-25,9,45.42857142857143,1
2020-07-25,US_IA,-13,20,251,10,-5,0,471.85714285714283,0
2020-07-25,US_ID,-8,16,NA,28,-11,0,489.7142857142857,1
2020-07-25,US_IL,-15,3,152,-13,-9,1,1442.142857142857,1
2020-07-25,US_IN,-6,7,306,18,-8,-1,823.1428571428571,1
2020-07-25,US_KY,-11,7,211,9,-9,1,621.7142857142857,0
2020-07-25,US_MA,-19,-9,180,-29,-15,2,307,1
2020-07-25,US_MD,-17,-1,177,-22,-12,4,854.1428571428571,0
2020-07-25,US_ME,-2,12,331,34,-8,-1,18.142857142857142,0
2020-07-25,US_MN,-21,-3,113,-31,-9,4,689.1428571428571,1
2020-07-25,US_MO,-14,6,156,-4,-8,1,1437.2857142857142,1
2020-07-25,US_MS,-12,-2,25,4,-15,5,1253.5714285714287,0
2020-07-25,US_MT,-3,28,228,37,-12,-1,109,1
2020-07-25,US_NC,-14,1,98,-14,-12,3,1889.4285714285713,0
2020-07-25,US_ND,-15,0,224,1,-7,1,132.71428571428572,1
2020-07-25,US_NE,-12,5,211,15,-10,1,293.14285714285717,1
2020-07-25,US_NH,-6,5,280,-2,-8,0,34,1
2020-07-25,US_NJ,-20,2,219,-24,-11,3,476.14285714285717,1
2020-07-25,US_NM,-24,-6,29,-11,-17,6,324.85714285714283,0
2020-07-25,US_NV,-22,-4,-16,-32,-26,7,1058.2857142857142,1
2020-07-25,US_NY,-24,-3,130,-34,-16,3,671,0
2020-07-25,US_OH,-14,2,285,6,-10,1,1326,1
2020-07-25,US_OK,-12,4,85,8,-11,2,1064.142857142857,1
2020-07-25,US_OR,-17,3,164,-6,-13,2,320.14285714285717,1
2020-07-25,US_PA,-17,0,179,-16,-12,2,945.5714285714286,1
2020-07-25,US_SC,-11,3,74,9,-12,3,1538.857142857143,0
2020-07-25,US_SD,2,30,326,46,-6,1,67.57142857142857,0
2020-07-25,US_TN,-11,4,125,-1,-9,2,2442.8571428571427,1
2020-07-25,US_TX,-27,-11,-13,-30,-20,9,7802.571428571428,0
2020-07-25,US_UT,-23,0,154,-18,-15,2,549,0
2020-07-25,US_VA,-17,2,125,-15,-13,3,1089,0
2020-07-25,US_VT,-13,3,286,-27,-15,0,5.714285714285714,0
2020-07-25,US_WA,-21,-1,164,-16,-15,2,807.4285714285714,0
2020-07-25,US_WI,-11,12,296,9,-5,1,889.7142857142857,0
2020-07-25,US_WV,-10,7,163,38,-11,1,139.14285714285714,1
2020-07-25,US_WY,6,29,348,51,-10,-1,50.142857142857146,1
2020-07-26,US_AK,24,22,253,12,-8,-2,97.85714285714286,1
2020-07-26,US_AL,-13,-1,51,5,-18,4,1709.857142857143,0
2020-07-26,US_AR,-7,7,100,2,-14,2,921.4285714285714,0
2020-07-26,US_AZ,-26,-14,-14,-31,-19,5,2523.4285714285716,1
2020-07-26,US_CA,-31,-10,19,-36,-20,6,8555.142857142857,0
2020-07-26,US_CO,-11,0,89,-22,-14,2,585.4285714285714,0
2020-07-26,US_DE,-5,5,147,-17,-11,2,106.28571428571429,0
2020-07-26,US_FL,-26,-16,-16,-45,-22,6,10148.285714285714,0
2020-07-26,US_GA,-14,-4,57,-31,-20,4,3717.285714285714,0
2020-07-26,US_HI,-62,-40,-66,-82,-47,17,48.42857142857143,1
2020-07-26,US_IA,-6,20,183,4,-9,0,497.7142857142857,1
2020-07-26,US_ID,8,21,NA,41,-14,-2,485.7142857142857,0
2020-07-26,US_IL,-15,-5,143,-22,-14,2,1412.857142857143,0
2020-07-26,US_IN,-5,4,230,14,-11,0,803.7142857142857,0
2020-07-26,US_LA,-24,-7,-28,-25,-23,6,2312.8571428571427,1
2020-07-26,US_MA,-14,-11,142,-34,-13,2,337.7142857142857,1
2020-07-26,US_MD,-15,-4,150,-27,-15,4,873.2857142857143,1
2020-07-26,US_ME,16,23,361,41,-2,-3,20.428571428571427,1
2020-07-26,US_MI,-2,4,369,-3,-10,-1,845,1
2020-07-26,US_MN,-11,-3,174,-32,-10,1,712.2857142857143,1
2020-07-26,US_MO,-5,6,109,-5,-10,1,1526.7142857142858,1
2020-07-26,US_MS,-11,-4,27,0,-19,5,1247.5714285714287,0
2020-07-26,US_MT,10,32,244,51,-10,-3,123.28571428571429,1
2020-07-26,US_NC,-13,-1,70,-20,-16,3,1835.5714285714287,0
2020-07-26,US_ND,-2,6,269,7,-8,-4,122.71428571428571,0
2020-07-26,US_NE,-9,2,135,11,-10,1,281,0
2020-07-26,US_NH,2,3,253,0,-7,-1,31.142857142857142,0
2020-07-26,US_NJ,-21,-4,192,-32,-12,3,447,0
2020-07-26,US_NM,-20,-8,30,-11,-16,5,329.7142857142857,1
2020-07-26,US_NV,-19,-6,-1,-34,-25,5,1021.2857142857143,0
2020-07-26,US_NY,-23,-7,130,-37,-17,2,672.4285714285714,1
2020-07-26,US_OH,-9,0,252,2,-11,0,1307.2857142857142,0
2020-07-26,US_OK,-8,2,70,6,-13,2,1046,0
2020-07-26,US_OR,-9,2,140,-7,-17,0,325.2857142857143,1
2020-07-26,US_PA,-10,-1,185,-19,-13,1,974.5714285714286,1
2020-07-26,US_SC,-8,2,67,10,-16,3,1543.4285714285713,1
2020-07-26,US_SD,17,39,414,50,-4,-2,80.57142857142857,1
2020-07-26,US_TN,-9,2,95,-7,-16,2,2343.5714285714284,0
2020-07-26,US_TX,-24,-15,-18,-32,-21,7,7683,0
2020-07-26,US_UT,-7,8,165,-13,-20,0,516.5714285714286,0
2020-07-26,US_VA,-15,-2,100,-23,-16,3,1085.7142857142858,0
2020-07-26,US_VT,-4,7,252,-33,-15,-1,5.571428571428571,0
2020-07-26,US_WA,-9,0,143,-17,-16,1,807.5714285714286,1
2020-07-26,US_WI,-4,6,230,1,-8,1,915,1
2020-07-26,US_WV,-3,9,150,30,-12,0,160,1
2020-07-26,US_WY,17,35,341,50,-9,-2,48.57142857142857,0
2020-07-27,US_AK,15,16,199,6,-28,6,104.85714285714286,1
2020-07-27,US_AL,-8,-1,32,-3,-31,8,1650,0
2020-07-27,US_AR,-4,2,59,-3,-32,8,930.4285714285714,1
2020-07-27,US_AZ,-22,-13,-12,-31,-42,12,2550.5714285714284,1
2020-07-27,US_CA,-28,-10,13,-42,-43,13,8322,0
2020-07-27,US_CO,-7,2,119,-26,-37,8,555.7142857142857,0
2020-07-27,US_CT,-6,-4,104,-24,-39,10,224.85714285714286,1
2020-07-27,US_FL,-24,-16,-24,-43,-38,11,9655.142857142857,0
2020-07-27,US_GA,-11,-3,42,-33,-38,10,3671.1428571428573,0
2020-07-27,US_HI,-37,-29,-50,-62,-44,17,61.42857142857143,1
2020-07-27,US_IA,-5,19,191,-1,-30,7,486.2857142857143,0
2020-07-27,US_ID,5,15,261,13,-29,3,479.57142857142856,0
2020-07-27,US_IL,-12,-3,75,-35,-39,10,1434,1
2020-07-27,US_IN,-3,0,82,-1,-31,8,807.2857142857143,1
2020-07-27,US_KY,-8,1,73,-10,-33,9,647.2857142857143,1
2020-07-27,US_LA,-16,-8,-20,-23,-32,11,2161,0
2020-07-27,US_MA,-11,-8,108,-49,-45,12,350.14285714285717,1
2020-07-27,US_MD,-13,-6,76,-40,-43,14,905.8571428571429,1
2020-07-27,US_ME,11,16,261,10,-32,6,21.571428571428573,1
2020-07-27,US_MI,-3,1,207,-17,-37,9,864.4285714285714,1
2020-07-27,US_MN,-6,0,197,-37,-38,9,710.1428571428571,0
2020-07-27,US_MO,-7,3,56,-17,-34,9,1590.5714285714287,1
2020-07-27,US_MS,-2,-1,14,-1,-29,8,1360.857142857143,1
2020-07-27,US_MT,14,26,259,30,-25,3,129.14285714285714,1
2020-07-27,US_NC,-9,2,76,-22,-35,8,1900.142857142857,1
2020-07-27,US_ND,4,5,184,2,-26,5,115.14285714285714,0
2020-07-27,US_NE,-1,7,160,5,-32,7,276.57142857142856,0
2020-07-27,US_NH,5,7,271,-12,-35,9,32.285714285714285,1
2020-07-27,US_NJ,-16,0,127,-42,-43,13,508.85714285714283,1
2020-07-27,US_NM,-13,-5,29,-13,-37,10,317.85714285714283,0
2020-07-27,US_NV,-17,-5,-8,-32,-38,10,986.4285714285714,0
2020-07-27,US_NY,-22,-7,57,-47,-43,12,667.5714285714286,0
2020-07-27,US_OH,-9,-4,74,-10,-35,10,1348.5714285714287,1
2020-07-27,US_OK,-7,-1,19,-2,-33,9,1110.142857142857,1
2020-07-27,US_OR,-7,1,136,-22,-39,8,332.57142857142856,1
2020-07-27,US_PA,-9,-2,82,-33,-38,10,960,0
2020-07-27,US_RI,1,-4,302,-35,-37,9,137.71428571428572,1
2020-07-27,US_SC,-5,2,56,-5,-31,8,1566.5714285714287,1
2020-07-27,US_SD,15,30,382,36,-24,5,77.42857142857143,0
2020-07-27,US_TN,-4,-1,80,-12,-32,8,2269.1428571428573,0
2020-07-27,US_TX,-17,-11,-3,-30,-41,13,7582,0
2020-07-27,US_UT,-6,6,119,-23,-40,9,513.8571428571429,0
2020-07-27,US_VA,-12,-2,68,-34,-39,12,1095.2857142857142,1
2020-07-27,US_VT,-2,5,172,-25,-37,9,4.142857142857143,0
2020-07-27,US_WA,-11,-1,131,-34,-43,10,788,0
2020-07-27,US_WI,-2,8,231,-8,-32,8,915.7142857142857,1
2020-07-27,US_WV,-5,3,55,10,-31,7,124.57142857142857,0
2020-07-27,US_WY,18,31,334,40,-25,3,48.42857142857143,0
2020-07-28,US_AK,15,14,191,3,-27,6,113,1
2020-07-28,US_AL,-9,-1,24,-4,-30,9,1674,1
2020-07-28,US_AR,-4,4,92,-3,-31,8,880.2857142857143,0
2020-07-28,US_AZ,-22,-11,-15,-29,-41,12,2529.8571428571427,0
2020-07-28,US_CA,-29,-9,17,-41,-43,14,7818.571428571428,0
2020-07-28,US_CO,-9,1,83,-31,-40,11,547,0
2020-07-28,US_CT,-7,-3,78,-23,-38,11,226.71428571428572,1
2020-07-28,US_DE,0,3,112,-25,-37,10,108.14285714285714,1
2020-07-28,US_FL,-24,-14,-26,-43,-37,12,9293.285714285714,0
2020-07-28,US_GA,-11,-2,33,-33,-38,11,3564.4285714285716,0
2020-07-28,US_HI,-34,-25,-47,-58,-35,15,71.28571428571429,1
2020-07-28,US_IA,-7,16,198,-2,-32,8,473,0
2020-07-28,US_ID,2,15,230,11,-33,6,501.42857142857144,1
2020-07-28,US_IL,-9,-2,104,-33,-38,10,1488.4285714285713,1
2020-07-28,US_IN,0,5,167,2,-30,7,793.7142857142857,0
2020-07-28,US_KY,-8,4,101,-9,-32,8,669.8571428571429,1
2020-07-28,US_LA,-13,-4,-25,-22,-33,10,2090,0
2020-07-28,US_MA,-12,-7,86,-50,-44,13,375.2857142857143,1
2020-07-28,US_MD,-10,-2,100,-39,-43,14,940,1
2020-07-28,US_ME,10,14,268,6,-31,7,22.142857142857142,1
2020-07-28,US_MI,-2,3,245,-15,-35,8,877.5714285714286,1
2020-07-28,US_MN,-6,0,195,-38,-38,11,710.7142857142857,1
2020-07-28,US_MO,-6,3,111,-14,-34,8,1567.2857142857142,0
2020-07-28,US_MS,-2,-1,22,-1,-29,8,1297.7142857142858,0
2020-07-28,US_MT,9,24,245,25,-26,4,132.28571428571428,1
2020-07-28,US_NC,-10,0,69,-25,-35,10,1879,0
2020-07-28,US_ND,0,4,164,3,-26,6,121.57142857142857,1
2020-07-28,US_NE,-4,3,161,3,-32,8,278.2857142857143,1
2020-07-28,US_NH,5,9,211,-12,-34,10,29.714285714285715,0
2020-07-28,US_NM,-13,-3,36,-11,-36,11,303.57142857142856,0
2020-07-28,US_NV,-15,-2,-10,-33,-38,11,1029,1
2020-07-28,US_NY,-22,-3,58,-47,-42,12,652,0
2020-07-28,US_OH,-3,4,176,-5,-33,8,1344.7142857142858,0
2020-07-28,US_OK,-5,1,35,-5,-33,9,1053,0
2020-07-28,US_OR,-9,3,135,-23,-38,9,345.42857142857144,1
2020-07-28,US_PA,-7,0,92,-32,-37,10,925.2857142857143,0
2020-07-28,US_RI,-2,-4,209,-38,-37,10,137.14285714285714,0
2020-07-28,US_SC,-5,2,43,-5,-31,9,1487,0
2020-07-28,US_SD,11,28,325,32,-25,6,80.57142857142857,1
2020-07-28,US_TN,-4,2,87,-12,-32,8,2411.5714285714284,1
2020-07-28,US_TX,-18,-10,-5,-32,-41,14,7601.714285714285,1
2020-07-28,US_UT,-7,7,159,-25,-39,10,462,0
2020-07-28,US_VA,-12,-1,78,-34,-40,12,1074.857142857143,0
2020-07-28,US_VT,-3,6,197,-24,-36,9,4.571428571428571,1
2020-07-28,US_WA,-12,0,139,-34,-43,11,769.5714285714286,0
2020-07-28,US_WI,-5,6,234,-8,-32,9,886.7142857142857,0
2020-07-28,US_WV,-1,5,57,7,-30,6,135.28571428571428,1
2020-07-28,US_WY,14,25,265,29,-24,5,45.857142857142854,0
2020-07-29,US_AK,16,18,201,3,-28,6,106,0
2020-07-29,US_AL,-5,-1,34,-3,-31,9,1602.7142857142858,0
2020-07-29,US_AR,-4,1,75,-4,-31,8,942.2857142857143,1
2020-07-29,US_AZ,-22,-12,-18,-29,-42,12,2423,0
2020-07-29,US_CA,-29,-9,14,-42,-44,14,7929,1
2020-07-29,US_CO,-7,2,117,-30,-40,10,496.85714285714283,0
2020-07-29,US_CT,-6,-3,117,-23,-38,10,261.42857142857144,1
2020-07-29,US_DE,0,3,117,-21,-37,10,105.71428571428571,0
2020-07-29,US_FL,-22,-14,-19,-42,-37,12,8979.857142857143,0
2020-07-29,US_GA,-9,-4,37,-32,-38,11,3546.285714285714,0
2020-07-29,US_HI,-34,-24,-36,-57,-34,13,80.28571428571429,1
2020-07-29,US_IA,-6,18,181,2,-30,7,472.14285714285717,0
2020-07-29,US_ID,4,17,231,10,-32,6,493.85714285714283,0
2020-07-29,US_IL,-10,-2,80,-33,-39,11,1518.857142857143,1
2020-07-29,US_IN,0,4,156,1,-30,7,800.2857142857143,1
2020-07-29,US_KS,-8,0,69,3,-33,9,955.5714285714286,0
2020-07-29,US_KY,-8,4,106,-9,-33,8,639.5714285714286,0
2020-07-29,US_LA,-9,-1,5,-17,-32,8,2287.5714285714284,1
2020-07-29,US_MA,-10,-5,108,-47,-44,12,396,1
2020-07-29,US_MD,-10,-2,102,-39,-44,14,901.5714285714286,0
2020-07-29,US_ME,10,16,288,14,-31,6,21,0
2020-07-29,US_MI,0,5,232,-14,-36,8,894.2857142857143,1
2020-07-29,US_MN,-3,2,202,-36,-38,10,699.5714285714286,0
2020-07-29,US_MO,-2,0,37,-11,-33,7,1507,0
2020-07-29,US_MS,0,0,29,2,-30,7,1254.857142857143,0
2020-07-29,US_MT,9,25,234,24,-26,4,117.28571428571429,0
2020-07-29,US_NC,-11,-2,49,-27,-36,10,1826.5714285714287,0
2020-07-29,US_ND,5,4,NA,5,-27,4,123.14285714285714,1
2020-07-29,US_NE,-3,5,110,3,-32,8,291,1
2020-07-29,US_NH,6,9,254,-12,-34,9,28.285714285714285,0
2020-07-29,US_NJ,-14,2,139,-40,-42,13,498,0
2020-07-29,US_NM,-13,-5,31,-12,-36,11,286.85714285714283,0
2020-07-29,US_NV,-17,-3,-10,-33,-38,11,1036.857142857143,1
2020-07-29,US_NY,-21,-3,66,-45,-42,12,652.4285714285714,1
2020-07-29,US_OH,-3,3,164,-6,-34,8,1271.857142857143,0
2020-07-29,US_OK,-2,3,47,0,-31,8,1092.857142857143,1
2020-07-29,US_OR,-8,3,144,-23,-39,9,341.14285714285717,0
2020-07-29,US_PA,-7,1,99,-31,-38,9,901.5714285714286,0
2020-07-29,US_RI,2,-1,269,-38,-37,9,156.85714285714286,1
2020-07-29,US_SC,-6,-2,35,-4,-32,9,1513,1
2020-07-29,US_SD,12,28,305,32,-26,6,80.28571428571429,0
2020-07-29,US_TN,-4,2,87,-13,-32,8,2484,1
2020-07-29,US_TX,-15,-7,6,-29,-40,13,7805.571428571428,1
2020-07-29,US_UT,-5,9,153,-23,-39,9,439.85714285714283,0
2020-07-29,US_VA,-9,1,83,-32,-41,12,1027.4285714285713,0
2020-07-29,US_VT,-4,4,189,-22,-36,10,3.4285714285714284,0
2020-07-29,US_WA,-12,1,147,-34,-43,11,747.2857142857143,0
2020-07-29,US_WI,-2,9,259,-7,-32,8,906.1428571428571,1
2020-07-29,US_WV,-4,2,70,5,-30,6,130.57142857142858,0
2020-07-29,US_WY,14,26,300,30,-26,4,46.142857142857146,1
2020-07-30,US_AK,13,17,NA,3,-29,5,101,0
2020-07-30,US_AL,-8,1,31,-2,-30,9,1735.7142857142858,1
2020-07-30,US_AR,-4,3,94,-2,-31,7,858,0
2020-07-30,US_AZ,-22,-12,-17,-31,-42,12,2350.4285714285716,0
2020-07-30,US_CA,-29,-8,10,-42,-44,14,7764.428571428572,0
2020-07-30,US_CO,-7,4,122,-28,-41,10,482.85714285714283,0
2020-07-30,US_CT,-7,-3,91,-23,-38,10,190.57142857142858,0
2020-07-30,US_DE,0,4,107,-19,-36,10,104.71428571428571,0
2020-07-30,US_FL,-22,-11,-13,-40,-37,11,8409.57142857143,0
2020-07-30,US_GA,-11,-3,18,-33,-38,11,3603.4285714285716,1
2020-07-30,US_HI,-34,-23,-40,-59,-35,13,82.42857142857143,1
2020-07-30,US_IA,-6,13,222,0,-31,8,470.2857142857143,0
2020-07-30,US_ID,3,16,253,14,-33,6,469.57142857142856,0
2020-07-30,US_IL,-10,0,82,-33,-38,11,1508.2857142857142,0
2020-07-30,US_IN,-4,2,85,0,-31,9,783.5714285714286,0
2020-07-30,US_KY,-13,-1,36,-12,-34,10,566.7142857142857,0
2020-07-30,US_LA,-11,-1,4,-17,-32,9,1896,0
2020-07-30,US_MA,-12,-4,95,-47,-44,13,403,1
2020-07-30,US_MD,-13,-5,88,-40,-44,14,932.2857142857143,1
2020-07-30,US_ME,10,17,287,13,-30,6,20.571428571428573,0
2020-07-30,US_MI,-1,6,258,-13,-36,8,728.5714285714286,0
2020-07-30,US_MN,-7,3,193,-36,-38,10,684.8571428571429,0
2020-07-30,US_MO,-7,2,62,-14,-34,9,1416.142857142857,0
2020-07-30,US_MS,-4,-1,33,2,-29,7,1178.4285714285713,0
2020-07-30,US_MT,11,27,252,26,-27,3,121.57142857142857,1
2020-07-30,US_NC,-10,1,55,-25,-35,10,1786.5714285714287,0
2020-07-30,US_ND,3,6,194,2,-27,5,111.28571428571429,0
2020-07-30,US_NE,-4,4,143,6,-32,9,285.14285714285717,0
2020-07-30,US_NH,5,10,258,-5,-33,9,28.285714285714285,1
2020-07-30,US_NJ,-16,1,130,-41,-43,13,469.85714285714283,0
2020-07-30,US_NM,-13,-3,41,-11,-38,11,282,0
2020-07-30,US_NV,-18,-5,-17,-34,-39,11,1053,1
2020-07-30,US_NY,-21,-2,65,-46,-43,12,651.7142857142857,0
2020-07-30,US_OH,-7,1,118,-8,-34,9,1279.7142857142858,1
2020-07-30,US_OK,-3,4,58,3,-32,7,991.4285714285714,0
2020-07-30,US_OR,-10,4,124,-23,-39,9,332.14285714285717,0
2020-07-30,US_PA,-8,1,100,-30,-38,10,880.7142857142857,0
2020-07-30,US_RI,-1,-3,253,-36,-37,9,166.57142857142858,1
2020-07-30,US_SC,-6,0,37,-1,-32,9,1512.7142857142858,0
2020-07-30,US_SD,13,30,358,39,-26,5,80,0
2020-07-30,US_TN,-6,0,62,-12,-33,8,2241.5714285714284,0
2020-07-30,US_TX,-15,-6,19,-27,-41,13,7865,1
2020-07-30,US_UT,-6,10,150,-24,-40,9,457.42857142857144,1
2020-07-30,US_VA,-12,-1,66,-33,-41,12,1030.7142857142858,1
2020-07-30,US_VT,-5,4,180,-22,-34,9,3.4285714285714284,1
2020-07-30,US_WA,-14,2,131,-35,-44,11,733.1428571428571,0
2020-07-30,US_WI,-2,9,254,-3,-32,8,901.4285714285714,0
2020-07-30,US_WV,-7,1,37,3,-31,8,127.71428571428571,0
2020-07-30,US_WY,16,29,315,35,-26,4,47.57142857142857,1
2020-07-31,US_AK,8,13,184,3,-27,5,94,0
2020-07-31,US_AL,-7,0,38,0,-31,9,1649.4285714285713,0
2020-07-31,US_AZ,-24,-10,-19,-30,-41,12,2238.5714285714284,0
2020-07-31,US_CA,-30,-7,12,-40,-42,14,7553.857142857143,0
2020-07-31,US_CO,-10,4,108,-25,-39,8,486.14285714285717,1
2020-07-31,US_CT,-10,-4,92,-22,-38,10,177.42857142857142,0
2020-07-31,US_DE,-5,2,NA,-25,-37,12,99.71428571428571,0
2020-07-31,US_FL,-22,-6,-13,-40,-37,11,7871.714285714285,0
2020-07-31,US_GA,-11,-3,63,-30,-37,9,3513.1428571428573,0
2020-07-31,US_HI,-33,-20,-36,-56,-33,13,79.85714285714286,0
2020-07-31,US_IA,-3,20,259,8,-30,3,469.57142857142856,0
2020-07-31,US_ID,-2,15,237,14,-32,5,452.42857142857144,0
2020-07-31,US_IL,-12,-2,103,-28,-38,9,1517.857142857143,1
2020-07-31,US_IN,-3,1,180,6,-31,6,789.4285714285714,1
2020-07-31,US_KS,-2,1,168,14,-30,4,891.5714285714286,0
2020-07-31,US_KY,-10,3,85,-7,-33,9,590.5714285714286,1
2020-07-31,US_LA,-14,-2,1,-18,-33,9,2077.714285714286,1
2020-07-31,US_MA,-14,-5,97,-43,-43,12,390.14285714285717,0
2020-07-31,US_MD,-16,-7,44,-41,-44,15,895.4285714285714,0
2020-07-31,US_ME,5,15,301,20,-32,6,19.714285714285715,0
2020-07-31,US_MI,-10,0,268,-8,-36,8,743,1
2020-07-31,US_MN,-10,3,198,-34,-38,9,679.5714285714286,0
2020-07-31,US_MO,-1,1,98,-5,-25,7,1405.2857142857142,0
2020-07-31,US_MS,-5,-1,31,3,-30,7,1166.857142857143,0
2020-07-31,US_MT,3,28,230,28,-28,3,121.71428571428571,1
2020-07-31,US_NC,-9,3,83,-21,-35,8,1742,0
2020-07-31,US_ND,-4,4,196,6,-26,5,113.57142857142857,1
2020-07-31,US_NE,-1,10,199,13,-32,6,297.7142857142857,1
2020-07-31,US_NH,0,10,281,-11,-34,8,31.285714285714285,1
2020-07-31,US_NJ,-19,0,85,-38,-42,14,434.7142857142857,0
2020-07-31,US_NM,-15,0,31,-11,-35,9,232.57142857142858,0
2020-07-31,US_NV,-20,-4,-18,-34,-38,12,1052.5714285714287,0
2020-07-31,US_NY,-24,-4,47,-45,-42,12,642.7142857142857,0
2020-07-31,US_OH,-9,1,218,-1,-33,8,1255.142857142857,0
2020-07-31,US_OK,-3,3,70,5,-30,7,845.1428571428571,0
2020-07-31,US_OR,-12,3,113,-19,-37,8,334.14285714285717,1
2020-07-31,US_PA,-13,-1,104,-30,-37,10,841.5714285714286,0
2020-07-31,US_RI,-4,-2,238,-34,-36,10,138,0
